#	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
2096	SBUX	1/2/1998	92.86	"Starbucks Corporation"	NASDAQ	"Restaurants"	"Consumer Services"
2097	SBY	12/17/2012	12.71	"Silver Bay Realty Trust Corp."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2098	SCCO	1/2/1998	59.77	"Southern Copper Corporation"	NYSE	"Precious Metals"	"Basic Industries"
2099	SCG	1/2/1998	61.98	"Scana Corporation"	NYSE	"Power Generation"	"Public Utilities"
2100	SCHL	1/2/1998	46.44	"Scholastic Corporation"	NASDAQ	"Books"	"Consumer Services"
2101	SCHN	1/2/1998	50.02	"Schnitzer Steel Industries, Inc."	NASDAQ	"Industrial Specialties"	"Consumer Durables"
2102	SCHS	6/10/1998	26.43	"School Specialty, Inc."	NASDAQ	"Education & Training Services"	"Services"
2103	SCHW	1/2/1998	87.51	"The Charles Schwab Corporation"	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
2104	SCI	8/27/2004	49.76	"Service Corporation International"	NYSE	"Other Consumer Services"	"Consumer Services"
2105	SCL	1/2/1998	16.36	"Stepan Company"	NYSE	"Package Goods/Cosmetics"	"Basic Industries"
2106	SCLN	1/2/1998	35.74	"SciClone Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2107	SCM	11/8/2012	3.71	"Stellus Capital Investment Corporation"	NYSE	""	""
2108	SCMP	8/2/2007	14.94	"Sucampo Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2109	SCOR	6/27/2007	25.76	"comScore, Inc."	NASDAQ	"Business Services"	"Services"
2110	SCS	2/18/1998	53.33	"Steelcase Inc."	NYSE	"Office Equipment/Supplies/Services"	"Consumer Durables"
2111	SCSC	1/2/1998	34.76	"ScanSource, Inc."	NASDAQ	"Retail: Computer Software & Peripheral Equipment"	"Technology"
2112	SCSS	1/10/2000	52.59	"Select Comfort Corporation"	NASDAQ	"Home Furnishings"	"Consumer Durables"
2113	SCVL	1/2/1998	24.8	"Shoe Carnival, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
2114	SD	11/6/2007	36.98	"SandRidge Energy, Inc."	NYSE	"Oil & Gas Production"	"Energy"
2115	SDRL	4/15/2010	33.67	"Seadrill Limited"	NYSE	"Oil & Gas Production"	"Energy"
2116	SE	1/3/2007	46.37	"Spectra Energy Corp Common Stoc"	NYSE	"Oil & Gas Pipelines"	"Basic Materials"
2117	SEAC	1/2/1998	38.37	"SeaChange International, Inc."	NASDAQ	"Radio And Television Broadcasting And Communications Equipment"	"Technology"
2118	SEAS	4/19/2013	15.44	"SeaWorld Entertainment, Inc."	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
2119	SEB	1/2/1998	15.01	"Seaboard Corporation"	AMEX	"Investment Bankers/Brokers/Service"	"Finance"
2120	SEE	1/2/1998	71.59	"Sealed Air Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
2121	SEIC	1/2/1998	66.12	"SEI Investments Company"	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
2122	SEM	9/25/2009	24.93	"Select Medical Holdings Corporation"	NYSE	"Hospital/Nursing Management"	"Health Care"
2123	SEMG	11/11/2010	20.15	"Semgroup Corporation"	NYSE	"Oilfield Services/Equipment"	"Energy"
2124	SENEA	6/8/1998	5.76	"Seneca Foods Corp."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2125	SF	1/2/1998	36.22	"Stifel Financial Corporation"	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
2126	SFE	1/2/1998	38.31	"Safeguard Scientifics, Inc."	NYSE	"Finance/Investors Services"	"Finance"
2127	SFL	6/17/2004	45.48	"Ship Finance International Limited"	NYSE	"Marine Transportation"	"Transportation"
2128	SFLY	9/29/2006	34.52	"Shutterfly, Inc."	NASDAQ	"Other Consumer Services"	"Miscellaneous"
2129	SFNC	8/1/2003	13.48	"Simmons First National Corporation"	NASDAQ	"Major Banks"	"Finance"
2130	SGA	1/20/2004	5.76	"Saga Communications, Inc."	AMEX	"Broadcasting"	"Consumer Services"
2131	SGEN	3/9/2001	46.47	"Seattle Genetics, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2132	SGMO	4/6/2000	36.77	"Sangamo Therapeutics, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2133	SGMS	1/29/2002	53.45	"Scientific Games Corp"	NASDAQ	"EDP Services"	"Technology"
2134	SGY	1/2/1998	65.24	"Stone Energy Corporation"	NYSE	"Oil & Gas Production"	"Energy"
2135	SGYP	11/19/2008	17.43	"Synergy Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2136	SHBI	2/4/2002	3.77	"Shore Bancshares Inc"	NASDAQ	"Major Banks"	"Finance"
2137	SHEN	5/9/2002	15.87	"Shenandoah Telecommunications Co"	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
2138	SHLD	3/28/2005	50.2	"Sears Holdings Corporation"	NASDAQ	"Department/Specialty Retail Stores"	"Consumer Services"
2139	SHLM	1/2/1998	42.15	"A. Schulman, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
2140	SHLO	1/5/1998	7.7	"Shiloh Industries, Inc."	NASDAQ	"Industrial Specialties"	"Capital Goods"
2141	SHO	10/21/2004	49.88	"Sunstone Hotel Investors, Inc."	NYSE	"Hotels/Resorts"	"Consumer Services"
2142	SHOO	1/2/1998	48.06	"Steven Madden, Ltd."	NASDAQ	"Shoe Manufacturing"	"Consumer Non-Durables"
2143	SHOR	7/3/2007	22.27	"ShoreTel, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
2144	SHOS	10/12/2012	6.27	"Sears Hometown and Outlet Stores, Inc."	NASDAQ	"Department/Specialty Retail Stores"	"Consumer Services"
2145	SHW	1/2/1998	73.56	"Sherwin-Williams Company (The)"	NYSE	"RETAIL: Building Materials"	"Consumer Services"
2146	SIG	11/16/2004	34.8	"Signet Jewelers Limited"	NYSE	"Consumer Specialties"	"Consumer Services"
2147	SIGA	1/2/1998	21.1	"SIGA Technologies Inc."	NASDAQ	"Biotechnology"	"Healthcare"
2148	SIGI	1/2/1998	38.65	"Selective Insurance Group, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
2149	SIGM	1/2/1998	42.82	"Sigma Designs, Inc."	NASDAQ	"Semiconductors"	"Technology"
2150	SIL	4/20/2010	13.47	"Global X Silver Miners ETF"	NYSE	""	""
2151	SIR	3/7/2012	14.35	"Select Income REIT"	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
2152	SIRI	1/12/2000	91.35	"Sirius XM Holdings Inc."	NASDAQ	"Broadcasting"	"Consumer Services"
2153	SIVB	1/2/1998	59.21	"SVB Financial Group"	NASDAQ	"Major Banks"	"Finance"
2154	SIX	6/21/2010	22.77	"Six Flags Entertainment Corporation New"	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
2155	SJI	1/2/1998	34.86	"South Jersey Industries, Inc."	NYSE	"Oil/Gas Transmission"	"Public Utilities"
2156	SJM	8/29/2000	55.58	"J.M. Smucker Company (The)"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
2157	SJW	11/14/2005	14.29	"SJW Group"	NYSE	"Water Supply"	"Public Utilities"
2158	SKT	1/2/1998	49.56	"Tanger Factory Outlet Centers, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2159	SKX	6/9/1999	62.11	"Skechers U.S.A., Inc."	NYSE	"Shoe Manufacturing"	"Consumer Non-Durables"
2160	SKY	1/2/1998	12.99	"Skyline Corporation"	AMEX	"Homebuilding"	"Basic Industries"
2161	SKYW	1/2/1998	60.27	"SkyWest, Inc."	NASDAQ	"Air Freight/Delivery Services"	"Transportation"
2162	SLAB	3/24/2000	57.71	"Silicon Laboratories, Inc."	NASDAQ	"Semiconductors"	"Technology"
2163	SLB	1/2/1998	88.22	"Schlumberger N.V."	NYSE	"Oilfield Services/Equipment"	"Energy"
2164	SLCA	2/1/2012	20.81	"U.S. Silica Holdings, Inc."	NYSE	"Mining & Quarrying of Nonmetallic Minerals (No Fuels)"	"Basic Industries"
2165	SLG	1/2/1998	56.34	"SL Green Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2166	SLGN	1/2/1998	40.3	"Silgan Holdings Inc."	NASDAQ	"Containers/Packaging"	"Consumer Durables"
2167	SLM	1/2/1998	78.85	"SLM Corporation"	NASDAQ	"Finance: Consumer Services"	"Finance"
2168	SLRC	2/9/2010	18.39	"Solar Capital Ltd."	NASDAQ	""	""
2169	SM	11/20/2002	54.69	"SM Energy Company"	NYSE	"Oil & Gas Production"	"Energy"
2170	SMCI	3/29/2007	25.05	"Super Micro Computer, Inc."	NASDAQ	"Computer Manufacturing"	"Technology"
2171	SMG	1/2/1998	52.99	"Scotts Miracle-Gro Company (The)"	NYSE	"Agricultural Chemicals"	"Basic Industries"
2172	SMP	1/2/1998	28.08	"Standard Motor Products, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2173	SMRT	1/2/1998	39.27	"Stein Mart, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
2174	SMSI	1/2/1998	29.72	"Smith Micro Software, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2175	SMTC	1/2/1998	66.33	"Semtech Corporation"	NASDAQ	"Semiconductors"	"Technology"
2176	SN	12/15/2011	18.92	"Sanchez Energy Corporation"	NYSE	"Oil & Gas Production"	"Energy"
2177	SNA	1/2/1998	58.66	"Snap-On Incorporated"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2178	SNAK	10/11/1999	11.27	"Inventure Foods, Inc."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2179	SNBC	1/2/1998	14.65	"Sun Bancorp, Inc."	NASDAQ	"Commercial Banks"	"Finance"
2180	SNCR	6/15/2006	32.93	"Synchronoss Technologies, Inc."	NASDAQ	"EDP Services"	"Technology"
2181	SNH	2/23/2000	61.07	"Senior Housing Properties Trust"	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
2182	SNHY	5/10/2002	20.78	"Sun Hydraulics Corporation"	NASDAQ	"Metal Fabrications"	"Capital Goods"
2183	SNI	7/1/2008	35.4	"Scripps Networks Interactive, Inc"	NASDAQ	"Television Services"	"Consumer Services"
2184	SNMX	6/22/2004	23.75	"Senomyx, Inc."	NASDAQ	"Biotechnology: Commercial Physical & Biological Resarch"	"Health Care"
2185	SNPS	1/2/1998	74.75	"Synopsys, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2186	SNSS	9/27/2005	19.56	"Sunesis Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2187	SNV	1/2/1998	71.15	"Synovus Financial Corp."	NYSE	"Major Banks"	"Finance"
2188	SNX	11/25/2003	33.32	"Synnex Corporation"	NYSE	"Retail: Computer Software & Peripheral Equipment"	"Technology"
2189	SO	1/2/1998	82.49	"Southern Company (The)"	NYSE	"Electric Utilities: Central"	"Public Utilities"
2190	SOHU	7/12/2000	56.7	"Sohu.com Inc."	NASDAQ	"EDP Services"	"Technology"
2191	SON	1/2/1998	57.35	"Sonoco Products Company"	NYSE	"Containers/Packaging"	"Consumer Durables"
2192	SONC	1/2/1998	60.16	"Sonic Corp."	NASDAQ	"Restaurants"	"Consumer Services"
2193	SONS	9/13/2004	45.88	"Sonus Networks, Inc."	NASDAQ	"EDP Services"	"Technology"
2194	SPA	1/2/1998	7.16	"Sparton Corporation"	NYSE	"Electrical Products"	"Technology"
2195	SPAR	1/2/1998	28.97	"Spartan Motors, Inc."	NASDAQ	"Auto Manufacturing"	"Capital Goods"
2196	SPB	3/18/2010	18.03	"Spectrum Brands Holdings, Inc."	NYSE	"Industrial Machinery/Components"	"Miscellaneous"
2197	SPEC	1/2/1998	7.7	"Spectrum Control Inc"	NASDAQ	""	""
2198	SPG	1/2/1998	71.89	"Simon Property Group, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2199	SPLK	4/19/2012	20.91	"Splunk Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2200	SPLS	1/2/1998	90.95	"Staples, Inc."	NASDAQ	"Other Specialty Stores"	"Consumer Services"
2201	SPN	5/15/2001	58.72	"Superior Energy Services, Inc."	NYSE	"Oilfield Services/Equipment"	"Energy"
2202	SPNC	1/2/1998	31.65	"The Spectranetics Corporation"	NASDAQ	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
2203	SPNS	4/1/1999	7.81	"Sapiens International Corporation N.V."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2204	SPPI	12/11/2002	38.51	"Spectrum Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2205	SPR	11/28/2006	42.45	"Spirit Aerosystems Holdings, Inc."	NYSE	"Military/Government/Technical"	"Capital Goods"
2206	SPRT	7/19/2000	29.84	"support.com, Inc."	NASDAQ	"EDP Services"	"Technology"
2207	SPSC	4/22/2010	9.39	"SPS Commerce, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2208	SPTN	8/2/2000	31.57	"SpartanNash Company"	NASDAQ	"Food Distributors"	"Consumer Non-Durables"
2209	SPWR	11/17/2005	48.61	"SunPower Corporation"	NASDAQ	"Semiconductors"	"Technology"
2210	SR	1/2/1998	25.27	"Spire Inc."	NYSE	"Oil/Gas Transmission"	"Public Utilities"
2211	SRC	9/20/2012	18.87	"Spirit Realty Capital, Inc."	NYSE	"Building operators"	"Consumer Services"
2212	SRCE	1/2/1998	13.07	"1st Source Corporation"	NASDAQ	"Major Banks"	"Finance"
2213	SRCL	1/2/1998	59.51	"Stericycle, Inc."	NASDAQ	"Environmental Services"	"Basic Industries"
2214	SRDX	3/4/1998	31.63	"Surmodics, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
2215	SRE	6/29/1998	73.8	"Sempra Energy"	NYSE	"Natural Gas Distribution"	"Public Utilities"
2216	SREV	3/25/2011	17.73	"ServiceSource International, Inc."	NASDAQ	"Business Services"	"Miscellaneous"
2217	SRI	1/2/1998	23.76	"Stoneridge, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2218	SRPT	1/2/1998	47.27	"Sarepta Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2219	SRT	1/5/1998	16.11	"StarTek, Inc."	NYSE	"Professional Services"	"Technology"
2220	SSD	1/2/1998	39.86	"Simpson Manufacturing Company, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2221	SSI	3/16/2006	38.61	"Stage Stores, Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
2222	SSNC	3/31/2010	19.16	"SS&C Technologies Holdings, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2223	SSNI	3/13/2013	10.39	"Silver Spring Networks, Inc."	NYSE	"Computer Communications Equipment"	"Technology"
2224	SSP	1/2/1998	51.93	"E.W. Scripps Company (The)"	NYSE	"Broadcasting"	"Consumer Services"
2225	SSTK	10/11/2012	11.39	"Shutterstock, Inc."	NYSE	"EDP Services"	"Technology"
2226	SSYS	1/2/1998	45.62	"Stratasys, Ltd."	NASDAQ	"Computer peripheral equipment"	"Technology"
2227	STAA	1/2/1998	23.03	"STAAR Surgical Company"	NASDAQ	"Ophthalmic Goods"	"Health Care"
2228	STAG	4/15/2011	17.32	"Stag Industrial, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2229	STAR	11/30/2006	34.23	"iStar Financial Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2230	STBA	1/2/1998	24.36	"S&T Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2231	STBZ	1/27/2011	9.45	"State Bank Financial Corporation."	NASDAQ	"Major Banks"	"Finance"
2232	STC	1/2/1998	34.58	"Stewart Information Services Corporation"	NYSE	"Specialty Insurers"	"Finance"
2233	STE	12/1/1998	57.56	"STERIS plc"	NYSE	"Industrial Specialties"	"Health Care"
2234	STFC	1/2/1998	18.01	"State Auto Financial Corporation"	NASDAQ	"Property-Casualty Insurers"	"Finance"
2235	STI	1/2/1998	78.43	"SunTrust Banks, Inc."	NYSE	"Major Banks"	"Finance"
2236	STL	1/8/1999	30.15	"Sterling Bancorp"	NYSE	"Major Banks"	"Finance"
2237	STLD	1/2/1998	69.97	"Steel Dynamics, Inc."	NASDAQ	"Steel/Iron Ore"	"Basic Industries"
2238	STLY	1/2/1998	11.86	"Stanley Furniture Company, Inc."	NASDAQ	"Home Furnishings"	"Consumer Durables"
2239	STML	1/29/2013	7.31	"Stemline Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2240	STMP	6/25/1999	40.18	"Stamps.com Inc."	NASDAQ	"Business Services"	"Miscellaneous"
2241	STNG	3/31/2010	21.37	"Scorpio Tankers Inc."	NYSE	"Marine Transportation"	"Transportation"
2242	STRA	1/2/1998	37.7	"Strayer Education, Inc."	NASDAQ	"Other Consumer Services"	"Consumer Services"
2243	STRI	11/6/2009	13.07	"STR Holdings, Inc Common Stock"	NYSE	"Rubber & Plastics"	"Consumer Goods"
2244	STRL	1/2/1998	22.95	"Sterling Construction Company Inc"	NASDAQ	"Military/Government/Technical"	"Basic Industries"
2245	STRS	5/18/1998	2.01	"Stratus Properties, Inc."	NASDAQ	"Homebuilding"	"Consumer Services"
2246	STT	1/2/1998	78.5	"State Street Corporation"	NYSE	"Major Banks"	"Finance"
2247	STWD	8/12/2009	30.67	"STARWOOD PROPERTY TRUST, INC."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2248	STX	12/11/2002	66.08	"Seagate Technology PLC"	NASDAQ	"Electronic Components"	"Technology"
2249	STXS	8/12/2004	22.49	"Stereotaxis, Inc."	NASDAQ	"Medical Appliances & Equipment"	"Healthcare"
2250	STZ	9/20/2000	66.34	"Constellation Brands Inc"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
2251	SUI	1/2/1998	35.87	"Sun Communities, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2252	SUMR	3/7/2007	5.4	"Summer Infant, Inc."	NASDAQ	"Miscellaneous manufacturing industries"	"Consumer Durables"
2253	SUN	9/20/2012	9.59	"Sunoco LP"	NYSE	"Oil Refining/Marketing"	"Energy"
2254	SUNS	2/25/2011	5.01	"Solar Senior Capital Ltd."	NASDAQ	""	""
2255	SUP	1/2/1998	42.76	"Superior Industries International, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2256	SUPN	5/1/2012	13.65	"Supernus Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2257	SVNT	2/2/2006	28.58	"Savient Pharmaceuticals Inc"	NASDAQ	"Biotechnology"	"Healthcare"
2258	SVU	1/2/1998	72.09	"SuperValu Inc."	NYSE	"Food Distributors"	"Consumer Non-Durables"
2259	SVVC	4/28/2011	4.08	"Firsthand Technology Value Fund, Inc."	NASDAQ	""	""
2260	SWC	6/26/2001	57.9	"Stillwater Mining Company"	NYSE	"Precious Metals"	"Basic Industries"
2261	SWFT	12/16/2010	25.83	"Swift Transportation Company"	NYSE	"Trucking Freight/Courier Services"	"Transportation"
2262	SWK	1/2/1998	67.82	"Stanley Black & Decker, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2263	SWKS	6/26/2002	67.82	"Skyworks Solutions, Inc."	NASDAQ	"Semiconductors"	"Technology"
2264	SWM	1/2/1998	32.66	"Schweitzer-Mauduit International, Inc."	NYSE	"Paper"	"Basic Industries"
2265	SWN	1/2/1998	63.34	"Southwestern Energy Company"	NYSE	"Oil & Gas Production"	"Energy"
2266	SWX	1/2/1998	42	"Southwest Gas Holdings, Inc."	NYSE	"Oil & Gas Production"	"Public Utilities"
2267	SXC	7/21/2011	19.74	"SunCoke Energy, Inc."	NYSE	"Steel/Iron Ore"	"Basic Industries"
2268	SXE	11/2/2012	5.32	"Southcross Energy Partners, L.P."	NYSE	"Natural Gas Distribution"	"Public Utilities"
2269	SXI	1/2/1998	17.86	"Standex International Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
2270	SXT	11/6/2000	45.85	"Sensient Technologies Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
2271	SYBT	7/27/2005	9.23	"Stock Yards Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2272	SYK	1/2/1998	72.22	"Stryker Corporation"	NYSE	"Medical/Dental Instruments"	"Health Care"
2273	SYKE	1/2/1998	43.04	"Sykes Enterprises, Incorporated"	NASDAQ	"EDP Services"	"Technology"
2274	SYMC	1/2/1998	89.58	"Symantec Corporation"	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2275	SYMX	8/8/2007	8.54	"Synthesis Energy Systems, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
2276	SYNA	1/29/2002	54.38	"Synaptics Incorporated"	NASDAQ	"EDP Services"	"Technology"
2277	SYNT	1/2/1998	34.54	"Syntel, Inc."	NASDAQ	"EDP Services"	"Technology"
2278	SYRG	9/23/2008	16.63	"Synergy Resources Corporation C"	AMEX	"Oil & Gas Equipment & Services"	"Basic Materials"
2279	SYUT	3/13/2007	8.56	"Synutra International, Inc."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2280	SYX	5/19/1999	20.4	"Systemax Inc."	NYSE	"Catalog/Specialty Distribution"	"Consumer Services"
2281	SYY	1/2/1998	79.26	"Sysco Corporation"	NYSE	"Food Distributors"	"Consumer Non-Durables"
2282	T	1/2/1998	93.45	"AT&T Inc."	NYSE	"Telecommunications Equipment"	"Public Utilities"
2283	TAHO	5/8/2012	14.38	"Tahoe Resources, Inc."	NYSE	"Precious Metals"	"Basic Industries"
2284	TAL	10/12/2005	30.98	"TAL Education Group"	NYSE	"Other Consumer Services"	"Consumer Services"
2285	TAP	2/9/2005	50.31	"Molson Coors Brewing  Company"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
2286	TASR	6/19/2001	54.26	"TASER International, Inc."	NASDAQ	"Ordnance And Accessories"	"Capital Goods"
2287	TAST	12/15/2006	16.93	"Carrols Restaurant Group, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
2288	TAX	7/2/2012	3.05	"Liberty Tax, Inc."	NASDAQ	"Multi-Sector Companies"	"Miscellaneous"
2289	TBBK	2/3/2004	17.87	"The Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2290	TBI	12/18/2007	26.58	"TrueBlue, Inc."	NYSE	"Professional Services"	"Technology"
2291	TBNK	7/13/2009	4.92	"Territorial Bancorp Inc."	NASDAQ	"Savings Institutions"	"Finance"
2292	TCAP	2/22/2007	17.77	"Triangle Capital Corporation"	NYSE	""	""
2293	TCB	1/2/1998	68.58	"TCF Financial Corporation"	NYSE	"Major Banks"	"Finance"
2294	TCBI	8/14/2003	37.02	"Texas Capital Bancshares, Inc."	NASDAQ	"Major Banks"	"Finance"
2295	TCBK	2/4/2002	13.11	"TriCo Bancshares"	NASDAQ	"Major Banks"	"Finance"
2296	TCI	1/2/1998	1.14	"Transcontinental Realty Investors, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2297	TCO	1/2/1998	52.81	"Taubman Centers, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2298	TCPC	4/4/2012	10.65	"TCP Capital Corp."	NASDAQ	""	""
2299	TCRD	4/22/2010	11.75	"THL Credit, Inc."	NASDAQ	""	""
2300	TDC	10/1/2007	40.91	"Teradata Corporation"	NYSE	"Computer Manufacturing"	"Technology"
2301	TDG	3/15/2006	36.66	"Transdigm Group Incorporated"	NYSE	"Military/Government/Technical"	"Capital Goods"
2302	TDS	1/2/1998	59.38	"Telephone and Data Systems, Inc."	NYSE	"Telecommunications Equipment"	"Public Utilities"
2303	TDW	1/2/1998	73.18	"Tidewater Inc."	NYSE	"Marine Transportation"	"Consumer Services"
2304	TDY	11/30/1999	41.61	"Teledyne Technologies Incorporated"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2305	TEAR	1/16/2009	8.99	"TearLab Corporation"	NASDAQ	"Medical/Dental Instruments"	"Health Care"
2306	TECD	1/2/1998	65.1	"Tech Data Corporation"	NASDAQ	"Retail: Computer Software & Peripheral Equipment"	"Technology"
2307	TECH	1/2/1998	44.64	"Bio-Techne Corp"	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2308	TEL	7/2/2007	42.24	"TE Connectivity Ltd."	NYSE	"Electronic Components"	"Consumer Non-Durables"
2309	TEN	1/2/1998	58.39	"Tenneco Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2310	TER	1/2/1998	83.87	"Teradyne, Inc."	NYSE	"Electrical Products"	"Capital Goods"
2311	TESO	4/2/2007	26.6	"Tesco Corporation"	NASDAQ	"Metal Fabrications"	"Energy"
2312	TESS	1/2/1998	9.29	"TESSCO Technologies Incorporated"	NASDAQ	"Electronic Components"	"Consumer Non-Durables"
2313	TEVA	8/23/1999	77	"Teva Pharmaceutical Industries Limited"	NYSE	"Major Pharmaceuticals"	"Health Care"
2314	TEX	1/2/1998	64.68	"Terex Corporation"	NYSE	"Construction/Ag Equipment/Trucks"	"Capital Goods"
2315	TFSL	4/23/2007	30.73	"TFS Financial Corporation"	NASDAQ	"Savings Institutions"	"Finance"
2316	TFX	1/2/1998	48.2	"Teleflex Incorporated"	NYSE	"Medical/Dental Instruments"	"Health Care"
2317	TG	1/2/1998	33.48	"Tredegar Corporation"	NYSE	"Metal Fabrications"	"Capital Goods"
2318	TGH	10/10/2007	22.68	"Textainer Group Holdings Limited"	NYSE	"Diversified Commercial Services"	"Technology"
2319	TGI	1/2/1998	44.11	"Triumph Group, Inc."	NYSE	"Aerospace"	"Capital Goods"
2320	TGNA	1/2/1998	78.71	"TEGNA Inc."	NYSE	"Broadcasting"	"Consumer Services"
2321	TGT	1/31/2000	76.58	"Target Corporation"	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
2322	TGTX	5/3/2010	10.7	"TG Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2323	THC	1/2/1998	76.88	"Tenet Healthcare Corporation"	NYSE	"Hospital/Nursing Management"	"Health Care"
2324	THFF	1/2/1998	9.03	"First Financial Corporation Indiana"	NASDAQ	"Major Banks"	"Finance"
2325	THG	5/15/2006	33.22	"The Hanover Insurance Group, Inc."	NYSE	"Property-Casualty Insurers"	"Finance"
2326	THLD	2/4/2005	22.54	"Threshold Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2327	THO	1/2/1998	52.98	"Thor Industries, Inc."	NYSE	"Homebuilding"	"Consumer Non-Durables"
2328	THR	5/5/2011	11.99	"Thermon Group Holdings, Inc."	NYSE	"Industrial Machinery/Components"	"Energy"
2329	THRM	6/21/2000	29.52	"Gentherm Inc"	NASDAQ	"Auto Parts:O.E.M."	"Capital Goods"
2330	THS	6/28/2005	34.44	"Treehouse Foods, Inc."	NYSE	"Packaged Foods"	"Consumer Non-Durables"
2331	TICC	11/24/2003	28.14	"TICC Capital Corp."	NASDAQ	""	""
2332	TIER	7/23/2015	4.2	"TIER REIT, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2333	TIF	1/2/1998	73.01	"Tiffany & Co."	NYSE	"Consumer Specialties"	"Consumer Services"
2334	TILE	1/2/1998	48.12	"Interface, Inc."	NASDAQ	"Home Furnishings"	"Consumer Durables"
